case,quarter,R.mth,age,country,1st time visitor,nbr visit past 3 yrs,mode of arrival,carrier,purpose of visit,purpose of visit_Grp,pov6a,Mono-SIN,Last Port,Next Port,length of stay,Travel Type,gender,marital status,companion_1,companion_2,companion_3,companion_4,companion_5,companion_6,accomodation ($),shop ($),fnb ($),transport ($),medical ($),others ($),Total
"11,304",3,7,30-34 yrs,Indonesia,No,25,Sea,,Visiting an international student studying in Singapore,Leisure,Leisure,Mono-SIN,No,No,29.00,FIT,Male,married,Alone,,,,,,0.00,826.55,65.26,10.88,0.00,0.00,902.68
"11,305",3,7,20-24 yrs,Indonesia,No,5,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,28.00,FIT,Male,single,Alone,,,,,,0.00,226.55,22.53,4.51,0.00,0.00,253.58
"11,306",3,7,35-39 yrs,Indonesia,No,3,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,126.55,6.31,7.25,0.00,0.00,140.11
"11,307",3,7,35-39 yrs,Indonesia,No,20,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,married,Alone,,,,,,0.00,626.55,52.57,21.03,0.00,0.00,700.14
"11,339",3,7,25-29 yrs,Indonesia,No,30,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,No,Yes,day tripper,FIT,Male,married,Alone,,,,,,0.00,176.55,157.71,113.55,0.00,0.00,447.80
"11,495",3,7,30-34 yrs,Indonesia,No,10,Sea,,"IR (e.g. MBS, RWS)",Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Friends,,,,,,0.00,126.55,0.00,18.92,0.00,0.00,145.47
"11,498",3,7,30-34 yrs,Indonesia,No,4,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,4.00,FIT,Female,married,Children aged 0-7 yrs,,,,,,0.00,426.55,44.69,17.88,0.00,0.00,489.11
"11,598",3,7,25-29 yrs,Indonesia,No,1,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Male,single,Friends,,,,,,0.00,126.55,0.00,0.00,0.00,0.00,126.55
"11,604",3,7,25-29 yrs,Indonesia,No,2,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Multi-Destination,Yes,No,day tripper,FIT,Female,single,Siblings,,,,,,0.00,176.55,39.43,23.66,150.00,0.00,389.63
"11,606",3,7,30-34 yrs,Indonesia,No,36,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,single,Alone,,,,,,0.00,726.55,157.71,126.17,0.00,0.00,"1,010.42"
"11,607",3,7,20-24 yrs,Indonesia,No,15,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Business associates/ Colleagues,,,,,,0.00,126.55,31.54,23.66,0.00,0.00,181.74
"11,608",3,7,30-34 yrs,Indonesia,No,60,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,126.55,7.89,15.77,0.00,0.00,150.20
"11,609",3,7,40-44 yrs,Indonesia,No,3,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,4.00,FIT,Male,married,Alone,,,,,,220.79,126.55,39.43,78.85,0.00,0.00,465.61
"11,610",3,7,20-24 yrs,Indonesia,No,20,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,No,day tripper,FIT,Female,single,Parents/ Parents-in-law,,,,,,0.00,151.55,178.76,44.69,0.00,0.00,375.00
"11,612",3,7,35-39 yrs,Indonesia,No,2,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Spouse,Parents/ Parents-in-law,Friends,,,,0.00,159.88,31.54,10.51,0.00,0.00,201.93
"11,613",3,7,40-44 yrs,Indonesia,No,100,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Male,married,Spouse,Children aged 0-7 yrs,,,,,0.00,626.55,105.14,52.57,0.00,0.00,784.25
"11,620",3,7,20-24 yrs,Indonesia,No,3,Air,Freedom Air,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,28.00,FIT,Male,single,Alone,,,,,,0.00,126.55,35.75,6.38,0.00,0.00,168.68
"11,628",3,7,35-39 yrs,Indonesia,No,20,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,236.55,23.66,55.20,0.00,0.00,315.40
"11,629",3,7,15-19 yrs,Indonesia,No,15,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,4.00,FIT,Female,single,Alone,,,,,,0.00,126.55,78.85,7.89,0.00,0.00,213.28
"11,712",3,7,30-34 yrs,Indonesia,No,6,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Male,married,Spouse,Children aged 8-12 yrs,Parents/ Parents-in-law,,,,0.00,126.55,0.00,10.51,0.00,0.00,137.06
"11,717",3,7,20-24 yrs,Indonesia,No,5,Air,NA/Not Stated,To shop/attend shopping events in Singapore,Leisure,Leisure,Multi-Destination,Yes,No,day tripper,FIT,Female,single,Friends,,,,,,0.00,126.55,17.88,8.94,0.00,0.00,153.36
"11,718",3,7,55-59 yrs,Indonesia,No,60,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,7.00,FIT,Male,married,Alone,,,,,,0.00,526.55,45.06,0.00,0.00,0.00,571.60
"11,726",3,7,35-39 yrs,Indonesia,No,108,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Alone,,,,,,0.00,126.55,6.31,7.89,0.00,0.00,140.74
"11,771",3,7,30-34 yrs,Indonesia,Yes,,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,Yes,2.00,FIT,Male,married,Spouse,,,,,,89.38,126.55,44.69,17.88,0.00,0.00,278.49
"11,867",3,7,60-64 yrs,Indonesia,No,1,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Female,married,Spouse,,,,,,0.00,126.55,0.00,15.77,0.00,0.00,142.32
"11,991",3,7,40-44 yrs,Indonesia,Yes,,Sea,,Sightseeing/ Attractions,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Others,,,,,,0.00,126.55,0.00,18.92,0.00,0.00,145.47
"11,995",3,7,25-29 yrs,Indonesia,No,20,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Business associates/ Colleagues,,,,,,0.00,226.55,78.85,0.00,0.00,0.00,305.40
"11,996",3,7,50-54 yrs,Indonesia,No,2,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,No,4.00,FIT,Male,married,Spouse,Children aged 13-19 yrs,Children aged 20-39 yrs,,,,0.00,166.55,14.30,8.49,250.00,0.00,439.34
"11,997",3,7,35-39 yrs,Indonesia,Yes,,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Multi-Destination,Yes,Yes,3.00,FIT,Female,married,Children aged 20-39 yrs,Siblings,,,,,73.60,276.55,42.06,12.62,0.00,0.00,404.81
"11,999",3,7,20-24 yrs,Indonesia,No,1,Sea,,Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,day tripper,FIT,Female,single,Children aged 13-19 yrs,,,,,,0.00,126.55,0.00,9.46,79.00,0.00,215.01
"12,000",3,7,40-44 yrs,Indonesia,No,10,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,single,Partner/ Boyfriend/ Girlfriend,,,,,,551.97,141.55,315.41,78.85,0.00,0.00,"1,087.79"
"12,001",3,7,30-34 yrs,Indonesia,Yes,,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,single,Friends,,,,,,0.00,196.55,15.77,31.54,0.00,0.00,243.86
"12,002",3,7,25-29 yrs,Indonesia,No,228,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,single,Others,,,,,,0.00,126.55,47.31,23.66,0.00,0.00,197.51
"12,004",3,7,25-29 yrs,Indonesia,Yes,,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Business associates/ Colleagues,,,,,,0.00,126.55,31.54,0.00,0.00,0.00,158.09
"12,005",3,7,30-34 yrs,Indonesia,No,2,Sea,,General business purpose,Business,Business,Multi-Destination,Yes,No,day tripper,FIT,Male,married,Business associates/ Colleagues,,,,,,0.00,626.55,78.85,39.43,0.00,500.00,"1,244.83"
"12,007",3,7,30-34 yrs,Indonesia,No,6,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,126.55,39.43,15.77,0.00,100.00,281.74
"12,008",3,7,35-39 yrs,Indonesia,No,48,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,126.55,9.46,47.31,0.00,0.00,183.32
"12,009",3,7,35-39 yrs,Indonesia,No,20,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,226.55,9.46,39.43,0.00,0.00,275.43
"12,010",3,7,30-34 yrs,Indonesia,No,30,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Female,single,Alone,,,,,,0.00,626.55,78.85,47.31,0.00,100.00,852.71
"12,011",3,7,20-24 yrs,Indonesia,No,100,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,126.55,236.56,157.71,0.00,140.00,660.81
"12,031",3,7,25-29 yrs,Indonesia,Yes,,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,single,Alone,,,,,,78.85,226.55,63.08,47.31,0.00,0.00,415.79
"12,032",3,7,40-44 yrs,Indonesia,No,10,Air,AirAsia Berhad (AXM),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,day tripper,FIT,Male,married,Friends,,,,,,0.00,126.55,0.00,8.49,0.00,0.00,135.04
"12,033",3,7,30-34 yrs,Indonesia,No,6,Air,Singapore Airlines Limited (SIA),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,"2,626.55",26.81,71.51,0.00,0.00,"2,724.87"
"12,034",3,7,45-49 yrs,Indonesia,No,20,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,426.55,63.08,0.00,0.00,0.00,489.63
"12,035",3,7,35-39 yrs,Indonesia,No,2,Land,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Siblings,,,,,,0.00,126.55,31.28,89.38,0.00,0.00,247.21
"12,036",3,7,40-44 yrs,Indonesia,No,50,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,10.00,FIT,Female,married,Alone,,,,,,0.00,156.55,63.08,15.77,0.00,0.00,235.40
"12,037",3,7,35-39 yrs,Indonesia,No,15,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,326.55,0.00,0.00,0.00,0.00,326.55
"12,038",3,7,25-29 yrs,Indonesia,No,8,Land,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,1.00,FIT,Female,married,Alone,,,,,,0.00,126.55,357.53,53.63,0.00,0.00,537.70
"12,039",3,7,25-29 yrs,Indonesia,Yes,,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,Pkg,Male,married,Friends,,,,,,89.60,476.55,15.77,15.77,0.00,0.00,597.69
"12,040",3,7,55-59 yrs,Indonesia,No,50,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Spouse,,,,,,0.00,126.55,15.77,7.89,0.00,0.00,150.20
"12,042",3,7,35-39 yrs,Indonesia,No,3,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,1.00,FIT,Female,married,Siblings,,,,,,94.62,126.55,47.31,31.54,100.00,0.00,400.02
"12,043",3,7,35-39 yrs,Indonesia,Yes,,Air,Singapore Airlines Limited (SIA),Study mission,Education,Education,Mono-SIN,No,No,2.00,FIT,Female,married,Business associates/ Colleagues,,,,,,383.32,176.55,0.00,10.73,0.00,0.00,570.59
"12,044",3,7,40-44 yrs,Indonesia,No,3,Air,Singapore Airlines Limited (SIA),Study mission,Education,Education,Mono-SIN,No,No,2.00,FIT,Male,married,Business associates/ Colleagues,,,,,,383.32,176.55,35.75,17.88,0.00,0.00,613.49
"12,045",3,7,30-34 yrs,Indonesia,No,60,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,"1,126.55",7.89,7.89,0.00,0.00,"1,142.32"
"12,117",3,7,35-39 yrs,Indonesia,No,1,Sea,,Stopover,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Alone,,,,,,0.00,126.55,15.77,22.08,0.00,0.00,164.40
"12,121",3,7,65 yrs & above,Indonesia,No,20,Air,Batavia Air (BTV),Outpatient consultation/treatment,Healthcare,Healthcare,Multi-Destination,No,Yes,2.00,FIT,Male,married,Spouse,,,,,,0.00,126.55,134.07,22.35,700.00,0.00,982.96
"12,126",3,7,20-24 yrs,Indonesia,No,3,Air,Valuair (VLU),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,5.00,FIT,Female,married,Spouse,Friends,,,,,178.76,126.55,53.63,17.88,0.00,0.00,376.81
"12,130",3,7,65 yrs & above,Indonesia,No,12,Sea,,Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,day tripper,FIT,Male,married,Spouse,,,,,,0.00,136.55,8.67,15.77,140.00,0.00,300.99
"12,132",3,7,15-19 yrs,Indonesia,No,100,Sea,,Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,day tripper,FIT,Female,single,Alone,,,,,,0.00,326.55,47.31,47.31,600.00,0.00,"1,021.17"
"12,133",3,7,20-24 yrs,Indonesia,No,10,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,day tripper,FIT,Male,single,Parents/ Parents-in-law,Friends,,,,,0.00,126.55,10.51,7.89,0.00,0.00,144.94
"12,134",3,7,30-34 yrs,Indonesia,No,6,Sea,,Outpatient consultation/treatment,Healthcare,Healthcare,Multi-Destination,No,Yes,day tripper,FIT,Male,married,Parents/ Parents-in-law,,,,,,0.00,126.55,15.77,5.26,500.00,0.00,647.57
"12,135",3,7,35-39 yrs,Indonesia,No,48,Air,Tiger Airways (TGW),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,126.55,35.75,0.00,0.00,0.00,162.30
"12,136",3,7,30-34 yrs,Indonesia,No,36,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,Yes,14.00,FIT,Female,single,Alone,,,,,,0.00,"2,326.55",28.16,11.26,0.00,0.00,"2,365.97"
"12,137",3,7,65 yrs & above,Indonesia,No,360,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,410.04,126.55,252.33,18.92,0.00,0.00,807.84
"12,138",3,7,20-24 yrs,Indonesia,No,25,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,126.55,173.48,78.85,0.00,0.00,378.88
"12,139",3,7,30-34 yrs,Indonesia,No,100,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,126.55,47.31,78.85,0.00,0.00,252.71
"12,140",3,7,15-19 yrs,Indonesia,No,144,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,single,Friends,,,,,,0.00,186.55,31.54,47.31,0.00,0.00,265.40
"12,153",3,7,25-29 yrs,Indonesia,No,20,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,126.55,15.77,31.54,0.00,0.00,173.86
"12,154",3,7,40-44 yrs,Indonesia,Yes,,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,29.00,FIT,Female,married,Alone,,,,,,0.00,"1,026.55",54.38,0.00,0.00,0.00,"1,080.93"
"12,175",3,7,65 yrs & above,Indonesia,No,18,Air,AirAsia Berhad (AXM),Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,2.00,FIT,Female,married,Spouse,,,,,,160.89,126.55,26.81,71.51,"3,500.00",0.00,"3,885.75"
"12,194",3,7,20-24 yrs,Indonesia,No,1,Air,Singapore Airlines Limited (SIA),Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,2.00,FIT,Female,single,Parents/ Parents-in-law,,,,,,321.77,286.55,89.38,53.63,"1,500.00",0.00,"2,251.33"
"12,195",3,7,35-39 yrs,Indonesia,No,2,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,3.00,FIT,Male,married,Alone,,,,,,947.59,301.55,250.27,71.51,0.00,0.00,"1,570.91"
"12,196",3,7,50-54 yrs,Indonesia,No,4,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,853.71,166.55,214.52,178.76,0.00,0.00,"1,413.54"
"12,218",3,7,15-19 yrs,Indonesia,No,1,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,single,Parents/ Parents-in-law,,,,,,294.96,"1,976.55",446.91,357.53,0.00,0.00,"3,075.94"
"12,219",3,7,25-29 yrs,Indonesia,No,1,Air,Lion Airlines (LNI),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,1.00,FIT,Female,single,Alone,,,,,,214.52,144.55,178.76,35.75,0.00,0.00,573.58
"12,220",3,7,35-39 yrs,Indonesia,No,7,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,126.55,178.76,4.47,0.00,0.00,309.78
"12,233",3,7,30-34 yrs,Indonesia,No,4,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,10.00,FIT,Female,married,Alone,,,,,,482.66,326.55,71.51,23.24,0.00,0.00,903.95
"12,235",3,7,65 yrs & above,Indonesia,No,7,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,5.00,FIT,Female,married,Alone,,,,,,0.00,326.55,143.01,71.51,0.00,0.00,541.06
"12,237",3,7,20-24 yrs,Indonesia,No,4,Air,Singapore Airlines Limited (SIA),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,6.00,FIT,Female,single,Alone,,,,,,0.00,126.55,238.35,71.51,0.00,0.00,436.40
"12,246",3,7,25-29 yrs,Indonesia,No,2,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,Yes,3.00,FIT,Female,married,Children aged 0-7 yrs,,,,,,0.00,126.55,0.00,0.00,0.00,0.00,126.55
"12,250",3,7,45-49 yrs,Indonesia,No,3,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Male,married,Alone,,,,,,0.00,326.55,0.00,0.00,0.00,0.00,326.55
"12,252",3,7,20-24 yrs,Indonesia,No,1,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Male,single,Alone,,,,,,0.00,126.55,0.00,47.31,0.00,0.00,173.86
"12,254",3,7,65 yrs & above,Indonesia,No,12,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,Yes,3.00,FIT,Male,married,Spouse,,,,,,259.21,126.55,89.38,17.88,0.00,0.00,493.01
"12,255",3,7,35-39 yrs,Indonesia,Yes,,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,3.00,FIT,Male,married,Alone,,,,,,0.00,156.55,21.03,10.51,0.00,0.00,188.09
"12,257",3,7,20-24 yrs,Indonesia,No,3,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,single,Alone,,,,,,0.00,226.55,157.71,9.46,0.00,0.00,393.71
"12,258",3,7,50-54 yrs,Indonesia,No,12,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,28.00,FIT,Female,married,Alone,,,,,,0.00,176.55,56.32,11.26,0.00,0.00,244.13
"12,260",3,7,45-49 yrs,Indonesia,Yes,,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,Yes,14.00,FIT,Male,married,Alone,,,,,,0.00,126.55,0.00,0.00,0.00,0.00,126.55
"12,261",3,7,40-44 yrs,Indonesia,No,100,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Spouse,Business associates/ Colleagues,,,,,0.00,159.88,31.54,31.54,0.00,0.00,222.96
"12,262",3,7,20-24 yrs,Indonesia,No,10,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,single,Alone,,,,,,173.48,126.55,157.71,15.77,0.00,0.00,473.50
"12,263",3,7,20-24 yrs,Indonesia,No,72,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,126.55,7.89,0.00,0.00,0.00,134.43
"12,264",3,7,40-44 yrs,Indonesia,Yes,,Air,Batavia Air (BTV),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,Yes,1.00,Pkg,Female,married,Friends,,,,,,89.60,226.55,0.00,28.00,0.00,0.00,344.15
"12,266",3,7,35-39 yrs,Indonesia,Yes,,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,126.55,7.89,36.27,0.00,0.00,170.70
"12,267",3,7,40-44 yrs,Indonesia,No,18,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Female,single,Alone,,,,,,0.00,126.55,4.73,39.43,0.00,0.00,170.70
"12,268",3,7,30-34 yrs,Indonesia,No,50,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Children aged 0-7 yrs,Parents/ Parents-in-law,Friends,,,,0.00,326.55,630.83,31.54,120.00,0.00,"1,108.91"
"12,269",3,7,35-39 yrs,Indonesia,No,72,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,126.55,0.00,78.85,0.00,0.00,205.40
"12,295",3,7,50-54 yrs,Indonesia,No,3,Air,Lion Airlines (LNI),Accompanying a business visitor,Leisure,Accompanying Pax,Mono-SIN,No,No,1.00,FIT,Female,married,Children aged 8-12 yrs,,,,,,178.76,126.55,89.38,35.75,200.00,0.00,630.44
"12,296",3,7,40-44 yrs,Indonesia,Yes,,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,married,Children aged 0-7 yrs,Children aged 8-12 yrs,,,,,324.20,159.88,59.59,29.79,0.00,0.00,573.46
"12,297",3,7,30-34 yrs,Indonesia,No,1,Air,Lion Airlines (LNI),To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Spouse,,,,,,0.00,476.55,44.69,8.94,0.00,0.00,530.17
"12,366",3,7,30-34 yrs,Indonesia,No,1,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,146.55,9.83,71.51,0.00,0.00,227.88
"12,367",3,7,55-59 yrs,Indonesia,No,10,Air,Singapore Airlines Limited (SIA),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,No,2.00,FIT,Male,married,Spouse,,,,,,446.91,754.05,625.67,178.76,400.00,0.00,"2,405.39"
"12,368",3,7,35-39 yrs,Indonesia,No,18,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,965.32,301.55,89.38,125.13,0.00,150.00,"1,631.38"
"12,401",3,7,45-49 yrs,Indonesia,No,3,Sea,,Outpatient consultation/treatment,Healthcare,Healthcare,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Alone,,,,,,0.00,126.55,15.77,15.77,50.00,0.00,208.09
"12,403",3,7,25-29 yrs,Indonesia,Yes,,Air,Others,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,2.00,FIT,Female,married,Children aged 0-7 yrs,,,,,,139.44,126.55,29.79,59.59,0.00,0.00,355.36
"12,409",3,7,60-64 yrs,Indonesia,No,100,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,6.00,FIT,Male,married,Spouse,,,,,,0.00,126.55,18.40,3.68,0.00,0.00,148.62
"12,410",3,7,30-34 yrs,Indonesia,No,84,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,No,6.00,FIT,Female,married,Alone,,,,,,0.00,226.55,10.51,42.06,500.00,0.00,779.11
"12,411",3,7,40-44 yrs,Indonesia,No,3,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Friends,,,,,,0.00,276.55,47.31,47.31,0.00,0.00,371.17
"12,412",3,7,50-54 yrs,Indonesia,No,72,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,126.55,15.77,3.15,0.00,0.00,145.47
"12,413",3,7,40-44 yrs,Indonesia,No,20,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,616.55,37.85,78.85,0.00,0.00,733.25
"12,422",3,7,35-39 yrs,Indonesia,No,6,Air,Jetstar Asia Airways (JSA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Male,single,Partner/ Boyfriend/ Girlfriend,,,,,,121.56,236.55,107.26,17.88,0.00,0.00,483.24
"12,427",3,7,15-19 yrs,Indonesia,No,3,Sea,,Gathering informations on the Education services in Singapor,Leisure,Leisure,Mono-SIN,No,No,6.00,FIT,Female,single,Other relatives,,,,,,0.00,426.55,63.08,13.14,0.00,0.00,502.77
"12,459",3,7,40-44 yrs,Indonesia,No,7,Air,Garuda Indonesia (GIA),Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,250.27,"1,776.55",268.15,26.81,"1,200.00",0.00,"3,521.77"
